"@myXL udah seminggu di Ibukota Provinsi Kalimantan Selatan sinyal XL dari 3g sampai 4g lelet busuk, iklan kalian pembodohan publik"
"Seniman Mengajar Gelombang I (Kapuas Hulu, Kalimantan Barat)  Cc: @kemdikbud https://t.co/KKhFEL8ous via @YouTube"
"I'm at SPBU . 61.761.02 . Balikpapan in Balikpapan, East Kalimantan w/ @pete_is_dbest https://t.co/nstBRUVtXV"
"Jual Pemutih Badan Vitaline di Pontianak, WA: 085710299177 - LINE: @TQH3001H #PemutihBadanPontianak https://t.co/KBAiq56CYL"
"At Komplek Telkom BCD Divre VI Kalimantan [pic]  https://t.co/VMfsbuDgjG"
"Peraturan Daerah Provinsi Kalimantan Selatan Nomor 5 Tahun 2006 https://t.co/tXdQs9j4YI https://t.co/iF39FVUNs8"
"Wisata Keren di Kalimantan Barat selengkapnya klik -&gt; https://t.co/wEACwSwZZ5"
"Situs Blog ini banyak mengulas tentang dunia kelapa sawit dan perkebunan sawit di Kalimantan serta Papua https://t.co/78CRHI7jgR"
"Kapolda Kalimantan Selatan menyesalkan kekerasan yang dilakukan oleh oknum anggota Brigade Mobile. https://t.co/S4zKeLAr62"
"#SATUNUSANEWS  Kelompok pemuda yang menamakan diri Forum Pemuda Muslim Kalimantan Barat (FPMKB) menggelar... https://t.co/sKjew8fbJI"
"Kapolda Kalimantan Selatan menyesalkan kekerasan yang dilakukan oleh oknum anggota Brigade Mobile. https://t.co/H151nZxm0A"
"@amiryogi singkawang- Kalimantan"
"Pohon Aghatis / Agathis di Penajam Paser, Kalimantan Timur diyakini sebagai pohon terbesar di Indonesia. https://t.co/PkllEQqy0A"
"He's my ,,,,,,,, ? @ South Kalimantan https://t.co/29fydOOjoa"
"Banjirr depan taxi global seperti byasa  (@ Jl. AW syahranie in Samarinda, East Kalimantan) https://t.co/8FsCgQ1I96"
"Kalimantan Seorang Warga di Kalimantan Kehilangan Tangan Kirinya ... - Tribunnews https://t.co/Y2jnF77SjG @iklanbalikpapan"
"BUPATI BANJAR APRESIASI OPERASI RAMADNIYA INTAN 2017 POLDA PROVINSI KALIMANTAN SELATAN https://t.co/FwJnGMeOlz https://t.co/3rr9tAM9XA"
"absen dulu.. hehe @ South Kalimantan https://t.co/tTdjGBrTht"
"TakumaBoilerN1000 @ Muarawahau, Kalimantan Timur, Indonesia https://t.co/OcbgkzKciS"
"809 IUP Bermasalah di Kalimantan Timur akan Dicabut, Tanggung Jawab Lingkungan?  https://t.co/6FZcc6jQuk | proyek https://t.co/L5GWcdLSqt"
